x,y,count,cluster_id
16,52,1,-1
16,93,1,-1
16,94,4,-1
16,97,1,-1
16,101,1,17
16,102,5,17
16,103,1,17
16,104,4,17
16,105,2,17
16,106,4,17
16,108,3,17
16,109,1,17
16,116,2,-1
17,1,17,35
17,2,18,35
17,3,55,35
17,4,52,35
17,5,318,35
17,6,44,35
17,7,459,35
17,8,413,35
17,9,184,35
17,10,58,35
17,11,51,35
17,12,26,35
17,13,67,35
17,14,155,35
17,15,28,35
17,16,14,35
17,18,1,35
17,20,1,35
17,21,2,35
17,22,4,35
17,23,146,35
17,24,111,35
17,25,1,35
17,27,2,35
17,28,1,35
17,94,1,-1
17,95,1,-1
17,102,1,17
17,103,9,17
17,104,2,17
17,105,22,17
17,106,42,17
17,108,346,17
17,109,131,17
17,110,7,17
17,111,1,17
18,1,4,35
18,2,24,35
18,3,8,35
18,4,57,35
18,5,172,35
18,6,109,35
18,7,446,35
18,8,226,35
18,9,129,35
18,10,79,35
18,11,57,35
18,12,78,35
18,13,29,35
18,14,307,35
18,15,435,35
18,16,27,35
18,17,9,35
18,18,51,35
18,19,26,35
18,20,30,35
18,21,27,35
18,22,9,35
18,23,6,35
18,24,2,35
18,25,2,35
18,101,1,-1
18,103,1,17
18,104,9,17
18,105,10,17
18,106,33,17
18,107,2,17
18,108,2,17
18,109,277,17
18,110,14,17
18,111,7,17
18,112,12,17
18,113,188,17
18,114,48,17
18,115,6,17
18,116,18,17
19,1,13,35
19,2,13,35
19,3,2,35
19,4,50,35
19,5,142,35
19,6,65,35
19,7,79,35
19,8,288,35
19,9,157,35
19,10,260,35
19,11,244,35
19,12,18,35
19,13,4,35
19,15,1,35
19,17,3,35
19,19,7,35
19,20,1,35
19,24,2,35
19,25,1,35
19,27,1,-1
19,34,1,-1
19,37,1,-1
19,42,1,-1
19,50,1,1
19,51,1,1
19,90,1,-1
19,103,1,17
19,105,4,17
19,106,12,17
19,107,12,17
19,108,21,17
19,109,21,17
19,110,50,17
19,111,86,17
19,112,15,17
19,113,9,17
19,114,27,17
19,115,92,17
19,116,88,17
19,117,26,17
19,118,46,17
19,119,535,17
19,120,17,17
19,121,5,17
19,122,4,17
19,123,8,17
19,124,7,17
19,125,11,-1
19,126,17,-1
19,127,2,-1
19,128,2,-1
19,129,5,-1
19,130,2,35
19,131,42,35
19,132,3,35
20,1,17,35
20,2,1,35
20,3,2,35
20,4,516,35
20,5,244,35
20,6,29,35
20,7,43,35
20,8,89,35
20,9,250,35
20,10,133,35
20,11,38,35
20,12,8,35
20,13,3,35
20,15,1,35
20,16,2,35
20,17,1,35
20,49,9,1
20,56,1,-1
20,104,1,-1
20,107,6,17
20,108,2,17
20,110,6,17
20,111,4,17
20,113,1,17
20,114,12,17
20,115,79,17
20,116,13,17
20,117,4,17
20,118,2,17
20,119,57,17
20,120,56,17
20,123,1,17
20,131,2,35
20,132,282,35
20,133,13,35
20,134,8,35
20,138,1,-1
21,1,1,35
21,2,6,35
21,3,11,35
21,4,259,35
21,5,149,35
21,6,168,35
21,7,43,35
21,8,22,35
21,9,461,35
21,10,19,35
21,11,76,35
21,12,62,35
21,13,7,35
21,14,1,35
21,16,9,35
21,17,1,35
21,32,1,-1
21,45,5,1
21,46,4,1
21,47,4,1
21,48,1,1
21,56,2,-1
21,87,1,-1
21,100,1,-1
21,109,1,17
21,110,1,17
21,112,2,17
21,113,3,17
21,114,17,17
21,115,32,17
21,116,15,17
21,117,3,17
21,118,9,17
21,120,1,17
21,121,1,17
21,123,1,17
21,133,18,35
21,134,81,35
21,135,119,35
21,136,37,35
21,138,4,35
21,139,1,35
21,140,1,-1
22,1,11,35
22,2,8,35
22,3,24,35
22,4,155,35
22,5,668,35
22,6,67,35
22,7,1,35
22,8,187,35
22,9,22,35
22,11,14,35
22,12,42,35
22,13,8,35
22,14,1,35
22,25,1,-1
22,29,1,-1
22,32,2,-1
22,39,2,1
22,43,1,1
22,47,3,1
22,50,1,1
22,100,1,-1
22,106,1,-1
22,107,1,17
22,108,9,17
22,109,10,17
22,110,1,17
22,111,2,17
22,112,2,17
22,113,5,17
22,114,3,17
22,117,1,17
22,118,10,17
22,119,3,17
22,120,1,17
22,121,2,17
22,123,1,17
22,132,16,35
22,133,16,35
22,134,2,35
22,135,4,35
22,136,186,35
22,137,64,35
22,138,141,35
22,139,5,35
23,1,5,35
23,2,6,35
23,3,28,35
23,4,194,35
23,5,38,35
23,6,15,35
23,11,20,35
23,12,15,35
23,13,3,35
23,17,1,-1
23,18,2,-1
23,42,6,1
23,101,1,-1
23,106,2,-1
23,109,2,17
23,110,1,17
23,112,1,17
23,115,9,-1
23,118,6,17
23,119,11,17
23,121,4,17
23,122,11,17
23,123,4,17
23,132,24,-1
23,133,6,35
23,135,1,35
23,136,1,35
23,137,1,35
23,138,5,35
23,139,73,35
23,140,49,35
23,141,21,35
23,143,5,35
23,145,2,-1
24,1,8,35
24,2,15,35
24,3,100,35
24,4,251,35
24,5,249,35
24,6,3,35
24,7,1,35
24,12,1,35
24,13,1,35
24,30,1,-1
24,42,1,-1
24,49,4,1
24,105,1,-1
24,108,4,-1
24,113,1,-1
24,116,1,17
24,117,3,17
24,118,7,17
24,119,15,17
24,120,3,17
24,121,9,17
24,122,3,17
24,124,2,-1
24,136,1,35
24,137,1,35
24,138,4,35
24,139,24,35
24,140,14,35
24,141,81,35
24,142,276,35
24,143,47,35
24,144,29,35
24,145,12,35
24,169,1,-1
25,1,11,35
25,2,9,35
25,3,85,35
25,4,159,35
25,5,534,35
25,6,23,35
25,7,2,35
25,14,1,-1
25,89,1,-1
25,113,2,-1
25,114,7,-1
25,116,2,17
25,118,7,17
25,119,32,17
25,120,64,17
25,121,60,17
25,122,13,17
25,123,7,17
25,131,6,-1
25,138,1,35
25,139,89,35
25,140,72,35
25,141,53,35
25,142,10,35
25,143,20,35
25,144,1,35
25,145,4,35
25,146,28,35
25,147,11,35
25,148,10,35
25,149,1,35
25,150,1,35
26,1,34,35
26,2,89,35
26,3,40,35
26,4,206,35
26,5,58,35
26,6,17,35
26,7,1,35
26,8,3,35
26,12,1,-1
26,13,1,-1
26,30,2,-1
26,53,1,-1
26,56,3,-1
26,89,3,-1
26,97,1,-1
26,103,1,-1
26,116,1,17
26,117,2,17
26,119,22,17
26,120,28,17
26,121,25,17
26,122,56,17
26,123,28,17
26,124,2,17
26,138,4,35
26,139,8,35
26,140,3,35
26,143,2,35
26,145,5,35
26,146,2,35
26,147,12,35
26,148,11,35
26,149,7,35
26,150,64,35
26,151,5,35
27,1,78,35
27,2,25,35
27,3,49,35
27,4,50,35
27,5,11,35
27,6,5,35
27,7,4,35
27,8,4,35
27,9,13,35
27,10,3,-1
27,15,1,-1
27,19,1,-1
27,20,1,-1
27,56,4,-1
27,90,1,-1
27,99,1,-1
27,104,9,-1
27,114,1,-1
27,116,3,17
27,117,3,17
27,118,1,17
27,120,4,17
27,121,1,17
27,123,14,17
27,124,15,17
27,125,15,17
27,126,11,-1
27,130,1,31
27,131,1,31
27,132,2,31
27,136,6,-1
27,137,30,35
27,138,2,35
27,139,21,35
27,140,2,35
27,142,3,35
27,148,21,35
27,149,2,35
27,150,640,35
27,151,990,35
27,152,152,35
27,153,5,35
27,154,3,-1
27,155,155,-1
28,1,29,35
28,2,27,35
28,3,33,35
28,4,79,35
28,5,6,35
28,6,3,35
28,7,11,35
28,8,3,35
28,10,1,35
28,91,1,-1
28,101,1,-1
28,105,1,-1
28,116,1,17
28,117,2,17
28,118,7,17
28,119,8,17
28,124,1,17
28,126,13,17
28,127,3,17
28,128,1,17
28,130,1,31
28,131,1,31
28,132,1,31
28,133,3,31
28,134,12,31
28,135,7,31
28,137,1,-1
28,140,2,35
28,141,7,35
28,142,1,35
28,143,3,35
28,146,1,35
28,147,1,35
28,148,1,35
28,149,8,35
28,150,13,35
28,151,20,35
28,152,153,35
28,155,58,35
28,156,5,35
28,157,9,35
28,158,3,35
28,159,1,35
29,1,28,35
29,2,3,35
29,3,9,35
29,4,83,35
29,5,3,35
29,6,3,35
29,7,3,35
29,8,11,35
29,9,12,35
29,10,6,35
29,17,1,-1
29,110,2,-1
29,117,2,17
29,118,7,17
29,120,2,-1
29,127,1,17
29,128,27,17
29,129,42,31
29,130,22,31
29,131,4,31
29,132,5,31
29,133,2,31
29,134,2,31
29,135,9,31
29,139,1,35
29,140,2,35
29,141,7,35
29,144,1,-1
29,145,2,35
29,148,6,35
29,149,35,35
29,150,2,35
29,151,6,35
29,152,10,35
29,153,22,35
29,154,6,35
29,155,3,35
29,156,3,35
29,157,4,35
29,158,5,35
29,159,4,35
29,160,4,35
29,161,2,35
30,1,29,35
30,2,7,35
30,3,4,35
30,4,62,35
30,5,2,35
30,6,27,35
30,7,361,35
30,8,161,35
30,9,33,35
30,10,8,35
30,15,2,-1
30,92,1,-1
30,116,11,17
30,117,12,17
30,118,3,17
30,130,9,31
30,131,22,31
30,132,16,31
30,134,49,31
30,141,1,32
30,144,2,35
30,145,7,35
30,146,3,35
30,147,14,35
30,148,20,35
30,149,204,35
30,150,1,35
30,151,11,35
30,152,14,35
30,153,241,35
30,154,38,35
30,155,4,35
30,156,10,35
30,158,3,35
30,159,19,35
30,160,12,35
30,161,4,35
30,162,39,35
30,163,11,35
30,164,224,-1
30,165,20,-1
30,169,7,35
30,170,1,-1
31,1,38,35
31,2,4,35
31,3,2,35
31,4,35,35
31,5,116,35
31,6,45,35
31,7,159,35
31,8,713,35
31,9,308,35
31,10,2,35
31,112,1,-1
31,114,2,-1
31,116,7,17
31,131,4,31
31,132,31,31
31,133,9,31
31,134,1,31
31,139,1,-1
31,141,4,32
31,142,8,32
31,143,22,32
31,145,3,35
31,146,33,35
31,147,28,35
31,148,14,35
31,149,85,35
31,150,7,35
31,151,43,35
31,152,9,35
31,153,73,35
31,154,5,35
31,155,22,35
31,156,17,35
31,159,1,35
31,161,3,35
31,164,26,35
31,165,37,35
31,166,3,35
31,167,5,35
31,168,23,35
31,169,20,35
31,170,38,35
31,172,1,35
32,1,93,35
32,2,2,35
32,3,3,35
32,4,51,35
32,5,40,35
32,6,28,35
32,7,40,35
32,8,176,35
32,9,61,35
32,10,13,35
32,96,1,-1
32,100,1,-1
32,112,1,-1
32,115,8,-1
32,116,1,-1
32,130,2,-1
32,133,3,31
32,134,27,32
32,135,13,32
32,136,68,32
32,137,53,32
32,140,6,32
32,141,2,32
32,142,11,32
32,143,1,32
32,146,1,35
32,147,2,35
32,149,11,35
32,150,35,35
32,151,117,35
32,152,183,35
32,153,263,35
32,154,84,35
32,155,122,35
32,156,30,35
32,157,72,35
32,158,10,35
32,160,6,35
32,161,3,35
32,164,9,35
32,165,2,35
32,166,1,35
32,167,2,35
32,168,1,35
32,169,6,35
32,170,68,35
32,171,111,35
32,172,3,35
32,173,1,35
32,178,3,-1
32,179,2,35
33,1,187,35
33,2,43,35
33,3,177,35
33,4,180,35
33,5,32,35
33,6,341,35
33,7,45,35
33,8,28,35
33,9,42,35
33,10,3,35
33,14,1,-1
33,97,2,-1
33,101,2,-1
33,102,2,-1
33,114,1,-1
33,119,1,-1
33,121,4,-1
33,122,3,-1
33,123,2,-1
33,136,3,32
33,137,2,32
33,138,4,32
33,139,2,32
33,140,6,32
33,141,1,32
33,143,1,32
33,146,24,-1
33,150,3,35
33,151,16,35
33,152,406,35
33,153,33,35
33,154,117,35
33,155,446,35
33,156,343,35
33,157,62,35
33,158,27,35
33,159,4,35
33,160,3,35
33,161,18,35
33,162,45,35
33,163,5,35
33,164,2,35
33,170,4,35
33,171,1,35
33,172,5,35
33,173,6,35
33,174,9,-1
33,175,4,-1
33,176,5,-1
33,178,2,35
33,179,1,35
33,180,4,35
33,181,1,35
34,1,662,35
34,2,290,35
34,3,201,35
34,4,759,35
34,5,147,35
34,6,462,35
34,7,441,35
34,8,461,35
34,9,8,35
34,10,32,35
34,11,38,35
34,12,4,35
34,101,1,-1
34,120,2,-1
34,122,1,-1
34,137,1,32
34,138,5,32
34,139,19,32
34,140,12,32
34,150,90,35
34,151,10,35
34,152,280,35
34,153,665,35
34,154,194,35
34,155,478,35
34,156,387,35
34,157,175,35
34,158,100,35
34,159,100,35
34,160,75,35
34,161,16,35
34,162,2,35
34,164,1,35
34,171,1,35
34,172,2,35
34,176,5,35
34,177,8,35
34,178,7,35
34,179,2,35
34,180,10,35
34,181,1,35
34,182,2,35
34,183,1,35
34,187,1,-1
35,1,97,35
35,2,87,35
35,3,235,35
35,4,1041,35
35,5,311,35
35,6,803,35
35,7,124,35
35,8,757,35
35,9,331,35
35,10,32,35
35,11,157,35
35,12,7,35
35,14,2,-1
35,101,13,33
35,108,1,-1
35,140,5,-1
35,141,7,32
35,143,1,32
35,144,3,-1
35,145,2,32
35,149,16,-1
35,150,23,35
35,151,409,35
35,152,86,35
35,153,176,35
35,154,183,35
35,155,431,35
35,156,182,35
35,157,652,35
35,158,729,35
35,159,50,35
35,160,72,35
35,161,121,35
35,162,70,35
35,163,97,35
35,164,11,35
35,165,4,35
35,166,1,35
35,169,1,-1
35,170,11,35
35,171,2,35
35,172,4,35
35,173,15,35
35,174,7,35
35,175,3,35
35,176,134,35
35,178,9,35
35,182,7,35
35,183,20,35
35,184,12,35
35,185,1,35
35,188,2,35
35,189,1,35
35,191,2,-1
35,194,1,-1
35,197,2,-1
36,1,283,35
36,2,73,35
36,3,245,35
36,4,194,35
36,5,35,35
36,6,263,35
36,7,193,35
36,8,483,35
36,9,332,35
36,10,1,35
36,11,13,35
36,12,1,35
36,13,1,35
36,94,3,-1
36,98,1,-1
36,100,1,33
36,101,13,33
36,102,18,33
36,142,2,-1
36,144,3,32
36,145,11,32
36,146,6,32
36,150,2,35
36,151,205,35
36,152,4,35
36,153,14,35
36,154,155,35
36,155,212,35
36,156,8,35
36,157,3,35
36,158,3,35
36,160,1,35
36,161,21,35
36,162,32,35
36,163,69,35
36,164,26,35
36,165,36,35
36,166,12,35
36,168,2,-1
36,172,6,35
36,173,76,35
36,174,225,35
36,175,92,35
36,182,1,35
36,183,3,35
36,184,5,35
36,185,2,35
36,186,7,35
36,187,6,35
36,188,4,35
36,189,8,35
36,190,206,35
36,191,1,35
36,194,18,35
36,199,5,-1
36,200,41,-1
37,1,72,35
37,2,15,35
37,3,201,35
37,4,220,35
37,5,21,35
37,7,1,35
37,8,2,35
37,9,2,35
37,11,2,35
37,13,1,-1
37,20,1,-1
37,94,1,-1
37,95,2,35
37,97,5,35
37,101,20,33
37,102,19,33
37,112,1,-1
37,146,1,-1
37,147,18,-1
37,151,1,35
37,152,2,35
37,153,1,35
37,155,1,35
37,156,16,35
37,157,11,35
37,162,37,35
37,163,28,35
37,164,42,35
37,165,18,35
37,166,9,35
37,168,2,35
37,171,11,35
37,172,22,35
37,173,308,35
37,174,1,35
37,175,45,35
37,179,4,35
37,180,1,35
37,183,1,35
37,184,7,35
37,186,1,35
37,188,6,35
37,189,56,35
37,190,141,35
37,192,9,35
37,193,22,35
37,194,9,35
37,195,1,35
37,196,2,35
37,197,1,35
37,199,17,35
37,200,11,35
38,1,515,35
38,2,66,35
38,3,447,35
38,4,351,35
38,5,41,35
38,25,1,-1
38,90,1,-1
38,94,1,35
38,96,2,35
38,97,1,35
38,98,1,35
38,100,1,33
38,101,43,33
38,102,1,33
38,148,5,-1
38,149,39,-1
38,150,69,35
38,151,30,35
38,152,1,35
38,153,6,35
38,155,1,35
38,156,3,35
38,157,17,35
38,158,4,35
38,163,1,35
38,164,50,35
38,165,94,35
38,166,19,35
38,167,3,35
38,168,10,35
38,169,4,35
38,170,1,35
38,171,1,35
38,172,6,35
38,173,119,35
38,174,12,35
38,175,146,35
38,176,2,35
38,177,2,35
38,178,6,35
38,179,2,35
38,180,3,35
38,181,8,35
38,183,3,35
38,184,2,35
38,186,3,35
38,188,3,35
38,189,6,35
38,190,105,35
38,191,142,35
38,192,25,35
38,193,4,35
38,194,13,35
38,195,4,35
38,196,4,35
38,197,5,35
38,198,55,35
38,199,33,35
38,200,12,35
39,1,2225,35
39,2,117,35
39,3,279,35
39,4,93,35
39,5,20,35
39,54,1,-1
39,90,1,-1
39,94,5,35
39,95,2,35
39,96,2,35
39,97,4,35
39,98,1,35
39,99,1,35
39,101,1,33
39,134,1,-1
39,151,17,35
39,152,13,35
39,153,42,35
39,154,1,35
39,155,18,35
39,156,75,35
39,157,15,35
39,158,13,35
39,159,7,35
39,160,9,35
39,161,8,35
39,162,10,35
39,163,5,35
39,164,19,35
39,165,94,35
39,166,78,35
39,167,42,35
39,168,37,35
39,169,4,35
39,170,4,35
39,171,5,35
39,172,7,35
39,173,112,35
39,174,26,35
39,175,153,35
